country,year,variable,value
Turks and Caicos Islands,2015,Population aged 0 to 14 years old (percentage),19.8
Turks and Caicos Islands,2015,Population aged 60+ years old (percentage),6.9
Turks and Caicos Islands,2015,Population density,36.1
Turks and Caicos Islands,2015,Surface area (thousand km2),1
Turks and Caicos Islands,2017,Population mid-year estimates (millions),0.04
Turks and Caicos Islands,2017,Sex ratio (males per 100 females),104.1
Turks and Caicos Islands,2017,Population aged 0 to 14 years old (percentage),19.2
Turks and Caicos Islands,2017,Population aged 60+ years old (percentage),7.6
Turks and Caicos Islands,2017,Population density,37.3
Turks and Caicos Islands,2018,Population mid-year estimates (millions),0.04
Turks and Caicos Islands,2018,Population density,37.9
Tuvalu,2002,Population mid-year estimates (millions),0.01
Tuvalu,2002,Sex ratio (males per 100 females),97.9
Tuvalu,2002,Population aged 0 to 14 years old (percentage),36.2
Tuvalu,2002,Population aged 60+ years old (percentage),8.6
Tuvalu,2002,Population density,321.2
Tuvalu,2005,Population mid-year estimates (millions),0.01
Tuvalu,2005,Population density,334.2
Tuvalu,2010,Population mid-year estimates (millions),0.01
Tuvalu,2010,Population density,351
Tuvalu,2015,Population mid-year estimates (millions),0.01
Tuvalu,2015,Population density,366.7
Tuvalu,2015,Surface area (thousand km2),0
Tuvalu,2016,Population mid-year estimates (millions),0.01
Tuvalu,2016,Sex ratio (males per 100 females),102
Tuvalu,2016,Population aged 0 to 14 years old (percentage),31.1
Tuvalu,2016,Population aged 60+ years old (percentage),9.9
Tuvalu,2016,Population density,369.9
Tuvalu,2018,Population mid-year estimates (millions),0.01
Tuvalu,2018,Population density,376.2
Uganda,2005,Population mid-year estimates (millions),28.54
Uganda,2005,Population mid-year estimates for males (millions),14.13
Uganda,2005,Population mid-year estimates for females (millions),14.41
Uganda,2005,Sex ratio (males per 100 females),98.1
Uganda,2005,Population aged 0 to 14 years old (percentage),49.8
Uganda,2005,Population aged 60+ years old (percentage),3.6
Uganda,2005,Population density,142.9
Uganda,2010,Population mid-year estimates (millions),33.92
Uganda,2010,Population mid-year estimates for males (millions),16.84
Uganda,2010,Population mid-year estimates for females (millions),17.07
Uganda,2010,Sex ratio (males per 100 females),98.6
Uganda,2010,Population aged 0 to 14 years old (percentage),49.3
Uganda,2010,Population aged 60+ years old (percentage),3.4
Uganda,2010,Population density,169.7
Uganda,2015,Population mid-year estimates (millions),40.14
Uganda,2015,Population mid-year estimates for males (millions),19.96
Uganda,2015,Population mid-year estimates for females (millions),20.18
Uganda,2015,Sex ratio (males per 100 females),98.9
Uganda,2015,Population aged 0 to 14 years old (percentage),48.2
Uganda,2015,Population aged 60+ years old (percentage),3.3
Uganda,2015,Population density,200.9
Uganda,2015,Surface area (thousand km2),242
Uganda,2018,Population mid-year estimates (millions),44.27
Uganda,2018,Population mid-year estimates for males (millions),22.02
Uganda,2018,Population mid-year estimates for females (millions),22.25
Uganda,2018,Sex ratio (males per 100 females),99
Uganda,2018,Population aged 0 to 14 years old (percentage),47.4
Uganda,2018,Population aged 60+ years old (percentage),3.3
Uganda,2018,Population density,221.6
Ukraine,2005,Population mid-year estimates (millions),46.89
Ukraine,2005,Population mid-year estimates for males (millions),21.75
Ukraine,2005,Population mid-year estimates for females (millions),25.14
Ukraine,2005,Sex ratio (males per 100 females),86.5
Ukraine,2005,Population aged 0 to 14 years old (percentage),14.6
Ukraine,2005,Population aged 60+ years old (percentage),20.4
Ukraine,2005,Population density,80.9
Ukraine,2010,Population mid-year estimates (millions),45.79
Ukraine,2010,Population mid-year estimates for males (millions),21.14
Ukraine,2010,Population mid-year estimates for females (millions),24.66
Ukraine,2010,Sex ratio (males per 100 females),85.7
Ukraine,2010,Population aged 0 to 14 years old (percentage),14.1
Ukraine,2010,Population aged 60+ years old (percentage),21
Ukraine,2010,Population density,79
Ukraine,2015,Population mid-year estimates (millions),44.66
Ukraine,2015,Population mid-year estimates for males (millions),20.64
Ukraine,2015,Population mid-year estimates for females (millions),24.02
Ukraine,2015,Sex ratio (males per 100 females),85.9
Ukraine,2015,Population aged 0 to 14 years old (percentage),15.1
Ukraine,2015,Population aged 60+ years old (percentage),22.5
Ukraine,2015,Population density,77.1
Ukraine,2015,Surface area (thousand km2),604
Ukraine,2018,Population mid-year estimates (millions),44.01
Ukraine,2018,Population mid-year estimates for males (millions),20.35
Ukraine,2018,Population mid-year estimates for females (millions),23.66
Ukraine,2018,Sex ratio (males per 100 females),86
Ukraine,2018,Population aged 0 to 14 years old (percentage),15.8
Ukraine,2018,Population aged 60+ years old (percentage),23.5
Ukraine,2018,Population density,76
United Arab Emirates,2005,Population mid-year estimates (millions),4.58
United Arab Emirates,2005,Population mid-year estimates for males (millions),3.22
United Arab Emirates,2005,Population mid-year estimates for females (millions),1.36
United Arab Emirates,2005,Sex ratio (males per 100 females),236.2
United Arab Emirates,2005,Population aged 0 to 14 years old (percentage),18.4
United Arab Emirates,2005,Population aged 60+ years old (percentage),1.7
United Arab Emirates,2005,Population density,54.8
United Arab Emirates,2010,Population mid-year estimates (millions),8.27
United Arab Emirates,2010,Population mid-year estimates for males (millions),6.16
United Arab Emirates,2010,Population mid-year estimates for females (millions),2.11
United Arab Emirates,2010,Sex ratio (males per 100 females),292.1
United Arab Emirates,2010,Population aged 0 to 14 years old (percentage),13.4
United Arab Emirates,2010,Population aged 60+ years old (percentage),1.5
United Arab Emirates,2010,Population density,98.9
United Arab Emirates,2015,Population mid-year estimates (millions),9.15
United Arab Emirates,2015,Population mid-year estimates for males (millions),6.69
United Arab Emirates,2015,Population mid-year estimates for females (millions),2.46
United Arab Emirates,2015,Sex ratio (males per 100 females),272.2
United Arab Emirates,2015,Population aged 0 to 14 years old (percentage),13.8
United Arab Emirates,2015,Population aged 60+ years old (percentage),2
United Arab Emirates,2015,Population density,109.5
United Arab Emirates,2015,Surface area (thousand km2),84
United Arab Emirates,2018,Population mid-year estimates (millions),9.54
United Arab Emirates,2018,Population mid-year estimates for males (millions),6.88
United Arab Emirates,2018,Population mid-year estimates for females (millions),2.67
United Arab Emirates,2018,Sex ratio (males per 100 females),257.9
United Arab Emirates,2018,Population aged 0 to 14 years old (percentage),13.9
United Arab Emirates,2018,Population aged 60+ years old (percentage),2.6
United Arab Emirates,2018,Population density,114.1
United Kingdom,2005,Population mid-year estimates (millions),60.29
United Kingdom,2005,Population mid-year estimates for males (millions),29.51
United Kingdom,2005,Population mid-year estimates for females (millions),30.77
United Kingdom,2005,Sex ratio (males per 100 females),95.9
United Kingdom,2005,Population aged 0 to 14 years old (percentage),18
United Kingdom,2005,Population aged 60+ years old (percentage),21.2
United Kingdom,2005,Population density,249.2
United Kingdom,2010,Population mid-year estimates (millions),63.31
United Kingdom,2010,Population mid-year estimates for males (millions),31.1
United Kingdom,2010,Population mid-year estimates for females (millions),32.21
United Kingdom,2010,Sex ratio (males per 100 females),96.6
United Kingdom,2010,Population aged 0 to 14 years old (percentage),17.5
United Kingdom,2010,Population aged 60+ years old (percentage),22.7
United Kingdom,2010,Population density,261.7
United Kingdom,2015,Population mid-year estimates (millions),65.4
United Kingdom,2015,Population mid-year estimates for males (millions),32.23
United Kingdom,2015,Population mid-year estimates for females (millions),33.17
United Kingdom,2015,Sex ratio (males per 100 females),97.2
United Kingdom,2015,Population aged 0 to 14 years old (percentage),17.6
United Kingdom,2015,Population aged 60+ years old (percentage),23.5
United Kingdom,2015,Population density,270.3
United Kingdom,2015,Surface area (thousand km2),242
United Kingdom,2018,Population mid-year estimates (millions),66.57
United Kingdom,2018,Population mid-year estimates for males (millions),32.87
United Kingdom,2018,Population mid-year estimates for females (millions),33.71
United Kingdom,2018,Sex ratio (males per 100 females),97.5
United Kingdom,2018,Population aged 0 to 14 years old (percentage),17.8
United Kingdom,2018,Population aged 60+ years old (percentage),24.2
United Kingdom,2018,Population density,275.2
United Rep. of Tanzania,2005,Population mid-year estimates (millions),39.41
United Rep. of Tanzania,2005,Population mid-year estimates for males (millions),19.44
United Rep. of Tanzania,2005,Population mid-year estimates for females (millions),19.97
United Rep. of Tanzania,2005,Sex ratio (males per 100 females),97.3
United Rep. of Tanzania,2005,Population aged 0 to 14 years old (percentage),45.3
United Rep. of Tanzania,2005,Population aged 60+ years old (percentage),4.6
United Rep. of Tanzania,2005,Population density,44.5
United Rep. of Tanzania,2010,Population mid-year estimates (millions),46.1
United Rep. of Tanzania,2010,Population mid-year estimates for males (millions),22.75
United Rep. of Tanzania,2010,Population mid-year estimates for females (millions),23.35
United Rep. of Tanzania,2010,Sex ratio (males per 100 females),97.4
United Rep. of Tanzania,2010,Population aged 0 to 14 years old (percentage),45.3
United Rep. of Tanzania,2010,Population aged 60+ years old (percentage),4.7
United Rep. of Tanzania,2010,Population density,52
United Rep. of Tanzania,2015,Population mid-year estimates (millions),53.88
United Rep. of Tanzania,2015,Population mid-year estimates for males (millions),26.63
United Rep. of Tanzania,2015,Population mid-year estimates for females (millions),27.25
United Rep. of Tanzania,2015,Sex ratio (males per 100 females),97.7
United Rep. of Tanzania,2015,Population aged 0 to 14 years old (percentage),45.2
United Rep. of Tanzania,2015,Population aged 60+ years old (percentage),4.6
United Rep. of Tanzania,2015,Population density,60.8
United Rep. of Tanzania,2015,Surface area (thousand km2),947
United Rep. of Tanzania,2018,Population mid-year estimates (millions),59.09
United Rep. of Tanzania,2018,Population mid-year estimates for males (millions),29.23
United Rep. of Tanzania,2018,Population mid-year estimates for females (millions),29.86
United Rep. of Tanzania,2018,Sex ratio (males per 100 females),97.9
United Rep. of Tanzania,2018,Population aged 0 to 14 years old (percentage),44.7
United Rep. of Tanzania,2018,Population aged 60+ years old (percentage),4.7
United Rep. of Tanzania,2018,Population density,66.7
United States of America,2005,Population mid-year estimates (millions),295.13
United States of America,2005,Population mid-year estimates for males (millions),145.63
United States of America,2005,Population mid-year estimates for females (millions),149.5
United States of America,2005,Sex ratio (males per 100 females),97.4
United States of America,2005,Population aged 0 to 14 years old (percentage),20.9
United States of America,2005,Population aged 60+ years old (percentage),16.7
United States of America,2005,Population density,32.3
United States of America,2010,Population mid-year estimates (millions),308.64
United States of America,2010,Population mid-year estimates for males (millions),152.45
United States of America,2010,Population mid-year estimates for females (millions),156.19
United States of America,2010,Sex ratio (males per 100 females),97.6
United States of America,2010,Population aged 0 to 14 years old (percentage),20.2
United States of America,2010,Population aged 60+ years old (percentage),18.4
